Id,ActivityHour,TotalIntensity,AverageIntensity
8792009665,2016-04-22,4,0.066667
8792009665,2016-04-22,2,0.033333
8792009665,2016-04-22,0,0
8792009665,2016-04-22,0,0
8792009665,2016-04-22,0,0
8792009665,2016-04-22,0,0
8792009665,2016-04-22,1,0.016667
8792009665,2016-04-22,4,0.066667
8792009665,2016-04-22,6,0.1
8792009665,2016-04-22,7,0.116667
8792009665,2016-04-22,16,0.266667
8792009665,2016-04-22,11,0.183333
8792009665,2016-04-22,3,0.05
8792009665,2016-04-22,0,0
8792009665,2016-04-22,1,0.016667
8792009665,2016-04-22,35,0.583333
8792009665,2016-04-22,28,0.466667
8792009665,2016-04-22,34,0.566667
8792009665,2016-04-22,46,0.766667
